filename,label
capital/capital/A/CAP_A_0.png,CAP_A_0
capital/capital/A/CAP_A_1.png,CAP_A_1
capital/capital/A/CAP_A_10.png,CAP_A_10
capital/capital/A/CAP_A_11.png,CAP_A_11
capital/capital/A/CAP_A_12.png,CAP_A_12
capital/capital/A/CAP_A_13.png,CAP_A_13
capital/capital/A/CAP_A_14.png,CAP_A_14
capital/capital/A/CAP_A_15.png,CAP_A_15
capital/capital/A/CAP_A_16.png,CAP_A_16
capital/capital/A/CAP_A_17.png,CAP_A_17
capital/capital/A/CAP_A_18.png,CAP_A_18
capital/capital/A/CAP_A_19.png,CAP_A_19
capital/capital/A/CAP_A_2.png,CAP_A_2
capital/capital/A/CAP_A_20.png,CAP_A_20
capital/capital/A/CAP_A_21.png,CAP_A_21
capital/capital/A/CAP_A_22.png,CAP_A_22
capital/capital/A/CAP_A_23.png,CAP_A_23
capital/capital/A/CAP_A_24.png,CAP_A_24
capital/capital/A/CAP_A_25.png,CAP_A_25
capital/capital/A/CAP_A_26.png,CAP_A_26
capital/capital/A/CAP_A_27.png,CAP_A_27
capital/capital/A/CAP_A_28.png,CAP_A_28
capital/capital/A/CAP_A_29.png,CAP_A_29
capital/capital/A/CAP_A_3.png,CAP_A_3
capital/capital/A/CAP_A_30.png,CAP_A_30
capital/capital/A/CAP_A_31.png,CAP_A_31
capital/capital/A/CAP_A_32.png,CAP_A_32
capital/capital/A/CAP_A_33.png,CAP_A_33
capital/capital/A/CAP_A_34.png,CAP_A_34
capital/capital/A/CAP_A_35.png,CAP_A_35
capital/capital/A/CAP_A_36.png,CAP_A_36
capital/capital/A/CAP_A_37.png,CAP_A_37
capital/capital/A/CAP_A_38.png,CAP_A_38
capital/capital/A/CAP_A_39.png,CAP_A_39
capital/capital/A/CAP_A_4.png,CAP_A_4
capital/capital/A/CAP_A_40.png,CAP_A_40
capital/capital/A/CAP_A_41.png,CAP_A_41
capital/capital/A/CAP_A_42.png,CAP_A_42
capital/capital/A/CAP_A_43.png,CAP_A_43
capital/capital/A/CAP_A_44.png,CAP_A_44
capital/capital/A/CAP_A_45.png,CAP_A_45
capital/capital/A/CAP_A_46.png,CAP_A_46
capital/capital/A/CAP_A_47.png,CAP_A_47
capital/capital/A/CAP_A_48.png,CAP_A_48
capital/capital/A/CAP_A_49.png,CAP_A_49
capital/capital/A/CAP_A_5.png,CAP_A_5
capital/capital/A/CAP_A_50.png,CAP_A_50
capital/capital/A/CAP_A_51.png,CAP_A_51
capital/capital/A/CAP_A_52.png,CAP_A_52
capital/capital/A/CAP_A_53.png,CAP_A_53
capital/capital/A/CAP_A_54.png,CAP_A_54
capital/capital/A/CAP_A_55.png,CAP_A_55
capital/capital/A/CAP_A_56.png,CAP_A_56
capital/capital/A/CAP_A_57.png,CAP_A_57
capital/capital/A/CAP_A_58.png,CAP_A_58
capital/capital/A/CAP_A_59.png,CAP_A_59
capital/capital/A/CAP_A_6.png,CAP_A_6
capital/capital/A/CAP_A_60.png,CAP_A_60
capital/capital/A/CAP_A_61.png,CAP_A_61
capital/capital/A/CAP_A_62.png,CAP_A_62
capital/capital/A/CAP_A_63.png,CAP_A_63
capital/capital/A/CAP_A_64.png,CAP_A_64
capital/capital/A/CAP_A_65.png,CAP_A_65
capital/capital/A/CAP_A_66.png,CAP_A_66
capital/capital/A/CAP_A_67.png,CAP_A_67
capital/capital/A/CAP_A_68.png,CAP_A_68
capital/capital/A/CAP_A_69.png,CAP_A_69
capital/capital/A/CAP_A_7.png,CAP_A_7
capital/capital/A/CAP_A_70.png,CAP_A_70
capital/capital/A/CAP_A_71.png,CAP_A_71
capital/capital/A/CAP_A_72.png,CAP_A_72
capital/capital/A/CAP_A_73.png,CAP_A_73
capital/capital/A/CAP_A_74.png,CAP_A_74
capital/capital/A/CAP_A_75.png,CAP_A_75
capital/capital/A/CAP_A_76.png,CAP_A_76
capital/capital/A/CAP_A_77.png,CAP_A_77
capital/capital/A/CAP_A_78.png,CAP_A_78
capital/capital/A/CAP_A_79.png,CAP_A_79
capital/capital/A/CAP_A_8.png,CAP_A_8
capital/capital/A/CAP_A_80.png,CAP_A_80
capital/capital/A/CAP_A_81.png,CAP_A_81
capital/capital/A/CAP_A_82.png,CAP_A_82
capital/capital/A/CAP_A_83.png,CAP_A_83
capital/capital/A/CAP_A_84.png,CAP_A_84
capital/capital/A/CAP_A_85.png,CAP_A_85
capital/capital/A/CAP_A_86.png,CAP_A_86
capital/capital/A/CAP_A_87.png,CAP_A_87
capital/capital/A/CAP_A_88.png,CAP_A_88
capital/capital/A/CAP_A_89.png,CAP_A_89
capital/capital/A/CAP_A_9.png,CAP_A_9
capital/capital/A/CAP_A_90.png,CAP_A_90
capital/capital/A/CAP_A_91.png,CAP_A_91
capital/capital/A/CAP_A_92.png,CAP_A_92
capital/capital/A/CAP_A_93.png,CAP_A_93
capital/capital/A/CAP_A_94.png,CAP_A_94
capital/capital/A/CAP_A_95.png,CAP_A_95
capital/capital/A/CAP_A_96.png,CAP_A_96
capital/capital/A/CAP_A_97.png,CAP_A_97
capital/capital/A/CAP_A_98.png,CAP_A_98
capital/capital/A/CAP_A_99.png,CAP_A_99
capital/capital/B/CAP_B_0.png,CAP_B_0
capital/capital/B/CAP_B_1.png,CAP_B_1
capital/capital/B/CAP_B_10.png,CAP_B_10
capital/capital/B/CAP_B_11.png,CAP_B_11
capital/capital/B/CAP_B_12.png,CAP_B_12
capital/capital/B/CAP_B_13.png,CAP_B_13
capital/capital/B/CAP_B_14.png,CAP_B_14
capital/capital/B/CAP_B_15.png,CAP_B_15
capital/capital/B/CAP_B_16.png,CAP_B_16
capital/capital/B/CAP_B_17.png,CAP_B_17
capital/capital/B/CAP_B_18.png,CAP_B_18
capital/capital/B/CAP_B_19.png,CAP_B_19
capital/capital/B/CAP_B_2.png,CAP_B_2
capital/capital/B/CAP_B_20.png,CAP_B_20
capital/capital/B/CAP_B_21.png,CAP_B_21
capital/capital/B/CAP_B_22.png,CAP_B_22
capital/capital/B/CAP_B_23.png,CAP_B_23
capital/capital/B/CAP_B_24.png,CAP_B_24
capital/capital/B/CAP_B_25.png,CAP_B_25
capital/capital/B/CAP_B_26.png,CAP_B_26
capital/capital/B/CAP_B_27.png,CAP_B_27
capital/capital/B/CAP_B_28.png,CAP_B_28
capital/capital/B/CAP_B_29.png,CAP_B_29
capital/capital/B/CAP_B_3.png,CAP_B_3
capital/capital/B/CAP_B_30.png,CAP_B_30
capital/capital/B/CAP_B_31.png,CAP_B_31
capital/capital/B/CAP_B_32.png,CAP_B_32
capital/capital/B/CAP_B_33.png,CAP_B_33
capital/capital/B/CAP_B_34.png,CAP_B_34
capital/capital/B/CAP_B_35.png,CAP_B_35
capital/capital/B/CAP_B_36.png,CAP_B_36
capital/capital/B/CAP_B_37.png,CAP_B_37
capital/capital/B/CAP_B_38.png,CAP_B_38
capital/capital/B/CAP_B_39.png,CAP_B_39
capital/capital/B/CAP_B_4.png,CAP_B_4
capital/capital/B/CAP_B_40.png,CAP_B_40
capital/capital/B/CAP_B_41.png,CAP_B_41
capital/capital/B/CAP_B_42.png,CAP_B_42
capital/capital/B/CAP_B_43.png,CAP_B_43
capital/capital/B/CAP_B_44.png,CAP_B_44
capital/capital/B/CAP_B_45.png,CAP_B_45
capital/capital/B/CAP_B_46.png,CAP_B_46
capital/capital/B/CAP_B_47.png,CAP_B_47
capital/capital/B/CAP_B_48.png,CAP_B_48
capital/capital/B/CAP_B_49.png,CAP_B_49
capital/capital/B/CAP_B_5.png,CAP_B_5
capital/capital/B/CAP_B_50.png,CAP_B_50
capital/capital/B/CAP_B_51.png,CAP_B_51
capital/capital/B/CAP_B_52.png,CAP_B_52
capital/capital/B/CAP_B_53.png,CAP_B_53
